Index,GPS time,X,Y,Z,Lat,Lon,Alt (HAE)
1011,6795,-2427889.034,-4703325.926,3547381.348,34.00825483,-117.3030927,314.176
1012,6796,-2427888.982,-4703325.707,3547381.634,34.008258,-117.3030932,314.155
1013,6797,-2427888.854,-4703325.108,3547382.486,34.00826733,-117.3030948,314.141
1014,6798,-2427888.732,-4703323.239,3547384.992,34.00829467,-117.303103,314.12
1015,6799,-2427889.436,-4703319.762,3547389.017,34.00833883,-117.303127,314.078
1016,6800,-2427891.734,-4703315.481,3547393.062,34.00838283,-117.3031703,314.06
1017,6801,-2427896.153,-4703310.739,3547396.174,34.00841717,-117.3032365,313.988
1018,6802,-2427902.716,-4703306.091,3547397.477,34.0084325,-117.3033227,313.789
1019,6803,-2427910.859,-4703301.504,3547397.644,34.0084355,-117.3034238,313.6
1020,6804,-2427920.142,-4703296.462,3547397.616,34.00843633,-117.3035382,313.4
1021,6805,-2427930.033,-4703291.102,3547397.57,34.00843717,-117.3036598,313.187
1022,6806,-2427940.723,-4703285.398,3547397.417,34.00843683,-117.303791,312.965
1023,6807,-2427952.142,-4703279.323,3547397.252,34.0084365,-117.303931,312.74
1024,6808,-2427964.224,-4703272.871,3547397.087,34.00843617,-117.3040793,312.489
1025,6809,-2427976.964,-4703266.098,3547396.87,34.0084355,-117.3042355,312.223
1026,6810,-2427990.371,-4703259.108,3547396.459,34.00843267,-117.3043992,311.943
1027,6811,-2428004.362,-4703252.017,3547395.784,34.008427,-117.3045688,311.662
1028,6812,-2428018.651,-4703245.084,3547394.707,34.008417,-117.3047408,311.386
1029,6813,-2428033.028,-4703238.468,3547393.124,34.0084015,-117.3049118,311.095
1030,6814,-2428047.488,-4703232.203,3547391.022,34.0083805,-117.3050822,310.803
1031,6815,-2428062.047,-4703226.425,3547388.216,34.00835167,-117.3052508,310.514
1032,6816,-2428076.846,-4703221.159,3547384.539,34.00831367,-117.3054193,310.206
1033,6817,-2428091.993,-4703216.215,3547380.218,34.0082685,-117.3055895,309.907
1034,6818,-2428107.502,-4703211.32,3547375.549,34.00821967,-117.305763,309.589
1035,6819,-2428123.188,-4703206.292,3547370.944,34.0081715,-117.3059388,309.274
1036,6820,-2428138.727,-4703201.013,3547366.754,34.00812783,-117.3061145,308.951
1037,6821,-2428154.141,-4703195.355,3547363.197,34.008091,-117.306291,308.656
1038,6822,-2428169.847,-4703188.98,3547360.314,34.00806167,-117.3064737,308.32
1039,6823,-2428185.838,-4703181.854,3547358.107,34.00804,-117.3066628,307.918
1040,6824,-2428202.049,-4703173.935,3547356.593,34.00802667,-117.3068582,307.403
1041,6825,-2428218.2,-4703165.29,3547356.003,34.00802367,-117.3070563,306.847
1042,6826,-2428234.149,-4703156.03,3547356.34,34.00803083,-117.3072558,306.281
1043,6827,-2428249.914,-4703146.312,3547357.584,34.00804717,-117.3074557,305.814
1044,6828,-2428265.574,-4703136.432,3547359.472,34.00806933,-117.3076553,305.548
1045,6829,-2428281.198,-4703126.622,3547361.681,34.00809367,-117.3078543,305.499
1046,6830,-2428296.901,-4703116.856,3547363.964,34.00811817,-117.3080538,305.555
1047,6831,-2428312.821,-4703106.997,3547366.296,34.008143,-117.308256,305.652
1048,6832,-2428328.971,-4703097.005,3547368.657,34.008168,-117.308461,305.754
1049,6833,-2428345.36,-4703086.901,3547371.017,34.008193,-117.3086688,305.865
1050,6834,-2428362.014,-4703076.6,3547373.444,34.00821867,-117.3088802,305.969
1051,6835,-2428378.889,-4703066.044,3547376.062,34.0082465,-117.3090948,306.075
1052,6836,-2428395.927,-4703055.285,3547378.835,34.008276,-117.3093122,306.181
1053,6837,-2428412.776,-4703044.663,3547381.547,34.008305,-117.309527,306.283
1054,6838,-2428429.335,-4703034.283,3547384.149,34.0083325,-117.3097378,306.39
1055,6839,-2428445.868,-4703023.854,3547386.885,34.0083615,-117.3099487,306.527
1056,6840,-2428462.308,-4703013.361,3547389.634,34.008391,-117.3101588,306.589
1057,6841,-2428478.567,-4703003.141,3547392.351,34.0084195,-117.310366,306.765
1058,6842,-2428494.563,-4702993.536,3547394.794,34.00844383,-117.3105675,307.141
1059,6843,-2428510.37,-4702984.875,3547396.306,34.00845733,-117.3107625,307.619
1060,6844,-2428525.904,-4702977.311,3547396.477,34.0084565,-117.3109495,308.051
1061,6845,-2428540.963,-4702971.012,3547395.313,34.00844117,-117.3111257,308.488
1062,6846,-2428554.929,-4702965.702,3547393.536,34.0084195,-117.3112863,308.895
1063,6847,-2428567.277,-4702961.244,3547391.629,34.0083965,-117.3114273,309.242
1064,6848,-2428577.56,-4702957.683,3547389.823,34.00837517,-117.3115438,309.519
1065,6849,-2428585.769,-4702954.976,3547388.152,34.00835583,-117.3116363,309.714
1066,6850,-2428592.039,-4702953.074,3547386.74,34.00833933,-117.311706,309.908
1067,6851,-2428596.248,-4702951.857,3547385.706,34.00832733,-117.3117525,310.034
1068,6852,-2428598.347,-4702951.27,3547385.164,34.008321,-117.3117757,310.097
1069,6853,-2428599.249,-4702951.019,3547384.926,34.00831833,-117.3117855,310.122
1070,6854,-2428599.938,-4702950.836,3547384.741,34.00831617,-117.3117932,310.145
1071,6855,-2428600.286,-4702950.738,3547384.644,34.00831517,-117.311797,310.152
1072,6856,-2428600.304,-4702950.732,3547384.639,34.008315,-117.3117972,310.151
1073,6857,-2428600.301,-4702950.728,3547384.638,34.008315,-117.3117972,310.146
1074,6858,-2428600.3,-4702950.727,3547384.639,34.008315,-117.3117972,310.146
1075,6859,-2428600.347,-4702950.713,3547384.624,34.00831483,-117.3117977,310.145
1076,6860,-2428601.149,-4702950.489,3547384.406,34.0083125,-117.3118065,310.164
1077,6861,-2428603.365,-4702949.94,3547383.766,34.008305,-117.3118305,310.243
1078,6862,-2428606.732,-4702949.374,3547382.426,34.00828967,-117.3118657,310.358
1079,6863,-2428610.785,-4702949.3,3547379.928,34.008262,-117.311905,310.448
1080,6864,-2428614.765,-4702950.343,3547375.89,34.008218,-117.3119382,310.471
1081,6865,-2428618.151,-4702952.531,3547370.598,34.00816083,-117.3119598,310.411
1082,6866,-2428620.842,-4702955.705,3547364.332,34.0080935,-117.31197,310.268
1083,6867,-2428622.846,-4702959.716,3547357.312,34.0080185,-117.3119693,310.058
1084,6868,-2428624.213,-4702964.515,3547349.703,34.00793683,-117.3119587,309.857
1085,6869,-2428625.347,-4702969.801,3547341.561,34.00784967,-117.3119433,309.627
1086,6870,-2428626.54,-4702975.336,3547333.128,34.00775917,-117.3119273,309.441
1087,6871,-2428628.216,-4702980.898,3547324.352,34.00766483,-117.3119158,309.267
1088,6872,-2428630.239,-4702986.572,3547315.283,34.007567,-117.311907,309.143
1089,6873,-2428632.491,-4702992.383,3547306.002,34.00746633,-117.3118998,309.089
1090,6874,-2428634.807,-4702998.346,3547296.55,34.00736367,-117.3118925,309.076
1091,6875,-2428637.182,-4703004.487,3547286.987,34.00725917,-117.3118848,309.154
1092,6876,-2428639.884,-4703010.656,3547277.235,34.00715233,-117.3118802,309.271
1093,6877,-2428642.941,-4703016.859,3547267.351,34.00704367,-117.3118788,309.475
1094,6878,-2428646.206,-4703023.197,3547257.28,34.0069325,-117.3118787,309.752
1095,6879,-2428650.097,-4703029.665,3547246.744,34.00681567,-117.311884,310.103
1096,6880,-2428654.542,-4703036.381,3547235.681,34.00669267,-117.3118933,310.553
1097,6881,-2428659.211,-4703043.418,3547224.109,34.00656383,-117.3119033,311.041
1098,6882,-2428663.784,-4703050.953,3547212.045,34.00642933,-117.31191,311.583
1099,6883,-2428668.276,-4703058.933,3547199.53,34.00628967,-117.3119135,312.17
1100,6884,-2428672.872,-4703067.246,3547186.622,34.00614533,-117.3119163,312.821
1101,6885,-2428677.487,-4703075.773,3547173.554,34.00599883,-117.3119185,313.549
1102,6886,-2428681.84,-4703084.301,3547160.709,34.00585467,-117.311918,314.302
1103,6887,-2428686.135,-4703092.698,3547148.104,34.00571283,-117.3119175,315.071
1104,6888,-2428690.461,-4703100.856,3547135.745,34.005574,-117.3119187,315.813
1105,6889,-2428694.633,-4703108.648,3547123.937,34.00544117,-117.31192,316.536
1106,6890,-2428698.397,-4703115.815,3547113.081,34.00531917,-117.3119207,317.175
1107,6891,-2428701.675,-4703122.174,3547103.404,34.00521083,-117.3119207,317.693
1108,6892,-2428704.411,-4703127.523,3547095.143,34.00511883,-117.3119203,318.054
1109,6893,-2428706.601,-4703131.812,3547088.477,34.00504467,-117.3119202,318.318
1110,6894,-2428708.286,-4703134.841,3547083.615,34.00499083,-117.3119213,318.471
1111,6895,-2428709.448,-4703136.547,3547080.704,34.00495883,-117.311924,318.542
1112,6896,-2428710.286,-4703137.529,3547078.883,34.00493883,-117.3119272,318.565
1113,6897,-2428711.688,-4703138.587,3547076.566,34.0049135,-117.3119353,318.582
1114,6898,-2428714.66,-4703139.444,3547073.401,34.00487917,-117.3119597,318.574
1115,6899,-2428719.432,-4703138.856,3547070.758,34.004851,-117.3120085,318.477
1116,6900,-2428725.443,-4703136.041,3547069.987,34.004844,-117.3120803,318.26
1117,6901,-2428733.063,-4703131.791,3547069.844,34.00484433,-117.3121747,317.947
1118,6902,-2428742.501,-4703126.57,3547069.566,34.00484383,-117.3122915,317.536
1119,6903,-2428753.69,-4703120.348,3547069.269,34.0048435,-117.31243,317.043
1120,6904,-2428766.489,-4703113.38,3547068.753,34.00484133,-117.3125877,316.491
1121,6905,-2428780.33,-4703105.952,3547068.085,34.0048375,-117.3127577,315.911
1122,6906,-2428794.988,-4703098.07,3547067.414,34.004834,-117.3129378,315.305
1123,6907,-2428810.628,-4703089.681,3547066.789,34.00483067,-117.3131298,314.726
1124,6908,-2428827.446,-4703080.657,3547066.199,34.00482783,-117.3133365,314.147
1125,6909,-2428844.951,-4703071.257,3547065.584,34.00482483,-117.3135515,313.537
1126,6910,-2428863.149,-4703061.486,3547064.981,34.004822,-117.313775,312.926
1127,6911,-2428881.527,-4703051.559,3547064.437,34.00481983,-117.3140012,312.301
1128,6912,-2428899.741,-4703041.652,3547064.007,34.00481883,-117.3142255,311.691
1129,6913,-2428917.745,-4703031.769,3547063.657,34.00481883,-117.3144477,311.065
1130,6914,-2428935.574,-4703021.953,3547063.413,34.00481983,-117.314668,310.48
1131,6915,-2428953.34,-4703012.135,3547063.187,34.004821,-117.3148875,309.881
1132,6916,-2428971.217,-4703002.315,3547062.875,34.00482133,-117.3151083,309.274
1133,6917,-2428989.296,-4702992.481,3547062.451,34.00482033,-117.315331,308.671
1134,6918,-2429007.47,-4702982.591,3547062.039,34.0048195,-117.3155548,308.07
1135,6919,-2429025.516,-4702972.633,3547061.747,34.00482017,-117.315778,307.437
1136,6920,-2429043.373,-4702962.738,3547061.548,34.00482167,-117.3159988,306.831
1137,6921,-2429061.083,-4702952.915,3547061.323,34.004823,-117.316218,306.207
1138,6922,-2429078.647,-4702943.166,3547060.977,34.0048235,-117.3164353,305.515
1139,6923,-2429096.092,-4702933.478,3547060.616,34.00482383,-117.3166512,304.814
1140,6924,-2429113.408,-4702923.843,3547060.316,34.00482467,-117.3168655,304.137
1141,6925,-2429130.606,-4702914.274,3547060.012,34.0048255,-117.3170785,303.462
1142,6926,-2429147.653,-4702904.736,3547059.697,34.00482633,-117.3172898,302.746
1143,6927,-2429164.654,-4702895.347,3547059.385,34.00482683,-117.3175,302.124
1144,6928,-2429181.524,-4702886.056,3547058.972,34.00482633,-117.3177083,301.468
1145,6929,-2429198.387,-4702876.82,3547058.6,34.00482583,-117.3179165,300.873
1146,6930,-2429215.295,-4702867.567,3547058.266,34.00482567,-117.318125,300.303
1147,6931,-2429232.323,-4702858.322,3547057.86,34.00482467,-117.3183347,299.745
1148,6932,-2429249.443,-4702849.055,3547057.414,34.00482317,-117.3185453,299.184
1149,6933,-2429266.505,-4702839.787,3547057.012,34.00482233,-117.3187555,298.624
1150,6934,-2429283.92,-4702830.265,3547056.698,34.00482233,-117.3189703,298.061
1151,6935,-2429301.849,-4702820.449,3547056.446,34.00482283,-117.3191915,297.512
1152,6936,-2429319.877,-4702810.601,3547056.128,34.004823,-117.3194138,296.939
1153,6937,-2429338.065,-4702800.706,3547055.764,34.0048225,-117.3196378,296.367
1154,6938,-2429356.435,-4702790.699,3547055.44,34.00482233,-117.3198642,295.805
1155,6939,-2429374.788,-4702780.643,3547055.161,34.00482283,-117.3200907,295.226
1156,6940,-2429393.13,-4702770.539,3547054.956,34.00482417,-117.3203173,294.648
1157,6941,-2429411.492,-4702760.402,3547054.8,34.00482583,-117.3205442,294.081
1158,6942,-2429429.741,-4702750.268,3547054.687,34.00482817,-117.32077,293.497
1159,6943,-2429447.941,-4702740.138,3547054.622,34.004831,-117.3209955,292.925
1160,6944,-2429466.107,-4702730.051,3547054.529,34.00483333,-117.3212202,292.356
1161,6945,-2429484.116,-4702720.084,3547054.36,34.00483517,-117.321443,291.772
1162,6946,-2429502.009,-4702710.262,3547054.068,34.0048355,-117.3216638,291.183
1163,6947,-2429519.76,-4702700.546,3547053.738,34.0048355,-117.3218828,290.597
1164,6948,-2429537.381,-4702690.931,3547053.384,34.00483517,-117.3221,290.022
1165,6949,-2429554.875,-4702681.427,3547053.004,34.00483433,-117.3223155,289.467
1166,6950,-2429572.24,-4702671.984,3547052.635,34.00483367,-117.3225293,288.913
1167,6951,-2429589.766,-4702662.427,3547052.33,34.00483367,-117.3227455,288.372
1168,6952,-2429607.818,-4702652.587,3547052.006,34.00483367,-117.322968,287.812
1169,6953,-2429626.609,-4702642.466,3547051.515,34.00483183,-117.3231988,287.234
1170,6954,-2429645.904,-4702632.205,3547050.955,34.00482883,-117.3234355,286.705
1171,6955,-2429665.209,-4702621.893,3547050.446,34.00482667,-117.3236723,286.172
1172,6956,-2429684.554,-4702611.504,3547050.039,34.00482533,-117.32391,285.655
1173,6957,-2429703.95,-4702601.063,3547049.672,34.0048245,-117.3241483,285.14
1174,6958,-2429723.405,-4702590.593,3547049.298,34.0048235,-117.3243875,284.623
1175,6959,-2429742.852,-4702580.157,3547048.935,34.0048225,-117.3246263,284.134
1176,6960,-2429762.162,-4702569.922,3547048.451,34.00482017,-117.324863,283.673
1177,6961,-2429781.229,-4702559.794,3547047.949,34.00481767,-117.3250967,283.189
1178,6962,-2429800.033,-4702549.64,3547047.574,34.00481683,-117.3253278,282.657
1179,6963,-2429818.611,-4702539.479,3547047.264,34.004817,-117.325557,282.07
1180,6964,-2429837.04,-4702529.419,3547046.792,34.00481583,-117.3257843,281.41
1181,6965,-2429855.382,-4702519.548,3547046.119,34.0048125,-117.3260097,280.743
1182,6966,-2429873.709,-4702509.832,3547045.351,34.004808,-117.3262342,280.133
1183,6967,-2429892.157,-4702500.121,3547044.531,34.00480267,-117.3264598,279.543
1184,6968,-2429910.706,-4702490.373,3547043.687,34.004797,-117.3266867,278.951
1185,6969,-2429929.254,-4702480.4,3547043.035,34.00479383,-117.3269147,278.3
1186,6970,-2429947.815,-4702470.27,3547042.58,34.00479283,-117.3271435,277.649
1187,6971,-2429966.439,-4702460.027,3547042.262,34.00479333,-117.3273735,277.015
1188,6972,-2429985.131,-4702449.771,3547041.892,34.00479317,-117.3276042,276.368
1189,6973,-2430003.882,-4702439.572,3547041.451,34.00479217,-117.3278352,275.746
1190,6974,-2430022.57,-4702429.342,3547040.949,34.004791,-117.3280657,275.044
1191,6975,-2430041.145,-4702419.208,3547040.505,34.00479017,-117.3282947,274.401
1192,6976,-2430059.567,-4702409.11,3547040.1,34.00478967,-117.328522,273.749
1193,6977,-2430077.842,-4702399.098,3547039.769,34.00478967,-117.3287475,273.146
1194,6978,-2430095.95,-4702389.192,3547039.355,34.00478917,-117.3289708,272.509
1195,6979,-2430113.895,-4702379.359,3547038.96,34.00478867,-117.3291923,271.877
1196,6980,-2430131.74,-4702369.71,3547038.554,34.0047875,-117.3294118,271.336
1197,6981,-2430149.413,-4702360.184,3547038.159,34.00478633,-117.3296292,270.825
1198,6982,-2430166.895,-4702350.703,3547037.799,34.00478567,-117.3298443,270.295
1199,6983,-2430184.222,-4702341.262,3547037.611,34.00478633,-117.3300578,269.833
1200,6984,-2430201.474,-4702331.613,3547037.712,34.0047905,-117.3302717,269.349
1201,6985,-2430218.507,-4702321.885,3547038.146,34.00479783,-117.3304838,268.91
1202,6986,-2430235.249,-4702312.084,3547038.84,34.00480817,-117.3306935,268.452
1203,6987,-2430251.664,-4702302.198,3547039.877,34.00482217,-117.3309005,268
1204,6988,-2430267.838,-4702292.499,3547041.242,34.00483833,-117.3311043,267.776
1205,6989,-2430283.693,-4702282.802,3547042.676,34.00485583,-117.331305,267.471
1206,6990,-2430299.559,-4702273.126,3547043.68,34.00487,-117.3315057,266.946
1207,6991,-2430315.772,-4702263.734,3547044.074,34.0048775,-117.3317082,266.421
1208,6992,-2430332.111,-4702254.644,3547043.907,34.004879,-117.3319105,265.852
1209,6993,-2430348.482,-4702245.781,3547043.363,34.00487683,-117.332112,265.252
1210,6994,-2430365.247,-4702236.825,3547042.796,34.00487383,-117.3323177,264.72
1211,6995,-2430382.063,-4702227.716,3547042.414,34.00487283,-117.3325247,264.2
1212,6996,-2430398.675,-4702218.552,3547042.131,34.00487333,-117.33273,263.616
1213,6997,-2430415.146,-4702209.47,3547041.897,34.00487417,-117.3329335,263.066
1214,6998,-2430431.494,-4702200.488,3547041.663,34.00487483,-117.3331353,262.543
1215,6999,-2430447.683,-4702191.547,3547041.432,34.00487567,-117.3333355,261.991
1216,7000,-2430463.728,-4702182.729,3547041.319,34.00487717,-117.3335335,261.542
1217,7001,-2430479.648,-4702174.058,3547041.355,34.00487933,-117.3337297,261.237
1218,7002,-2430495.544,-4702165.466,3547041.453,34.00488183,-117.3339253,261.015
1219,7003,-2430511.094,-4702157.183,3547041.478,34.00488317,-117.334116,260.848
1220,7004,-2430526.222,-4702149.065,3547041.421,34.004884,-117.3343018,260.596
1221,7005,-2430541.476,-4702140.356,3547041.087,34.00488517,-117.3344918,259.803
1222,7006,-2430557.552,-4702131.338,3547040.661,34.00488517,-117.3346912,259.043
1223,7007,-2430573.962,-4702122.511,3547039.981,34.00488167,-117.3348928,258.409
1224,7008,-2430590.354,-4702113.815,3547039.176,34.00487667,-117.3350937,257.795
1225,7009,-2430606.644,-4702105.216,3547038.319,34.004871,-117.335293,257.184
1226,7010,-2430622.873,-4702096.746,3547037.504,34.00486533,-117.3354912,256.669
1227,7011,-2430639.163,-4702088.131,3547036.784,34.00486083,-117.3356907,256.122
1228,7012,-2430655.553,-4702079.336,3547036.255,34.00485833,-117.335892,255.589
1229,7013,-2430672.067,-4702070.451,3547035.889,34.00485717,-117.336095,255.128
1230,7014,-2430688.632,-4702061.528,3547035.649,34.004857,-117.3362987,254.729
1231,7015,-2430705.014,-4702052.574,3547035.472,34.00485783,-117.3365007,254.273
1232,7016,-2430721.236,-4702043.764,3547035.285,34.00485833,-117.3367003,253.855
1233,7017,-2430737.286,-4702035.12,3547035.058,34.00485817,-117.3368977,253.473
1234,7018,-2430753.268,-4702026.484,3547034.757,34.0048575,-117.3370943,253.029
1235,7019,-2430769.307,-4702017.761,3547034.586,34.00485817,-117.3372918,252.616
1236,7020,-2430785.269,-4702009.017,3547034.459,34.0048595,-117.3374888,252.182
1237,7021,-2430801.06,-4702000.387,3547034.335,34.00486067,-117.3376835,251.77
1238,7022,-2430816.675,-4701991.832,3547034.11,34.00486117,-117.3378763,251.289
1239,7023,-2430832.163,-4701983.399,3547033.82,34.00486083,-117.3380672,250.813
1240,7024,-2430847.531,-4701975.151,3547033.527,34.00486,-117.3382558,250.426
1241,7025,-2430862.567,-4701967.174,3547033.278,34.004859,-117.3384402,250.136
1242,7026,-2430876.744,-4701959.712,3547032.915,34.004857,-117.3386135,249.836
1243,7027,-2430889.777,-4701953.096,3547032.333,34.004852,-117.3387717,249.6
1244,7028,-2430901.981,-4701947.12,3547031.542,34.00484467,-117.3389188,249.403
1245,7029,-2430913.141,-4701941.764,3547030.764,34.004837,-117.3390527,249.273
1246,7030,-2430922.782,-4701937.048,3547030.186,34.0048315,-117.3391688,249.147
1247,7031,-2430930.938,-4701932.906,3547029.915,34.00482917,-117.3392678,249.051
1248,7032,-2430937.451,-4701929.487,3547029.856,34.00482883,-117.3393475,248.98
1249,7033,-2430941.969,-4701927.11,3547029.824,34.00482883,-117.3394028,248.931
1250,7034,-2430945.104,-4701925.467,3547029.778,34.00482867,-117.339441,248.889
1251,7035,-2430947.95,-4701923.987,3547029.72,34.00482817,-117.3394758,248.851
1252,7036,-2430951.562,-4701922.093,3547029.659,34.00482783,-117.33952,248.797
1253,7037,-2430956.54,-4701919.477,3547029.617,34.00482767,-117.3395808,248.743
1254,7038,-2430961.829,-4701916.832,3547029.361,34.0048255,-117.3396448,248.665
1255,7039,-2430967.451,-4701914.509,3547028.533,34.00481667,-117.3397105,248.632
1256,7040,-2430973.46,-4701912.737,3547026.894,34.00479833,-117.339777,248.698
1257,7041,-2430979.627,-4701911.877,3547023.915,34.00476567,-117.3398405,248.747
1258,7042,-2430985.332,-4701912.295,3547019.404,34.00471683,-117.3398933,248.704
1259,7043,-2430989.887,-4701914.334,3547013.36,34.004652,-117.339927,248.559
1260,7044,-2430992.945,-4701917.955,3547006.378,34.00457667,-117.3399385,248.485
1261,7045,-2430995.539,-4701922.717,3546998.451,34.00449,-117.3399397,248.546
1262,7046,-2430998.355,-4701928.049,3546989.543,34.004393,-117.3399403,248.563
1263,7047,-2431001.47,-4701933.851,3546979.849,34.00428733,-117.3399413,248.599
1264,7048,-2431004.768,-4701940.078,3546969.409,34.00417383,-117.3399422,248.602
1265,7049,-2431008.178,-4701946.774,3546958.327,34.00405317,-117.3399417,248.635
1266,7050,-2431011.846,-4701953.827,3546946.624,34.00392567,-117.3399418,248.68
1267,7051,-2431015.8,-4701961.229,3546934.263,34.003791,-117.339943,248.723
1268,7052,-2431019.994,-4701969.013,3546921.269,34.00364917,-117.3399447,248.785
1269,7053,-2431024.305,-4701976.94,3546907.895,34.00350383,-117.3399467,248.785
1270,7054,-2431028.679,-4701985.014,3546894.345,34.00335633,-117.3399487,248.818
1271,7055,-2431033.047,-4701993.034,3546880.881,34.00320967,-117.3399508,248.857
1272,7056,-2431037.442,-4702000.98,3546867.518,34.003064,-117.3399535,248.909
1273,7057,-2431041.792,-4702008.942,3546854.129,34.00291817,-117.3399558,248.941
1274,7058,-2431046.049,-4702016.889,3546840.8,34.00277317,-117.3399572,248.96
1275,7059,-2431050.2,-4702024.815,3546827.538,34.00262883,-117.3399577,248.961
1276,7060,-2431054.382,-4702032.676,3546814.384,34.00248567,-117.3399588,248.986
1277,7061,-2431058.713,-4702040.296,3546801.299,34.00234383,-117.3399627,248.929
1278,7062,-2431063.54,-4702047.519,3546788.35,34.0022035,-117.3399732,248.844
1279,7063,-2431069.211,-4702054.086,3546775.877,34.00206767,-117.339995,248.864
1280,7064,-2431074.922,-4702059.95,3546764.048,34.00193983,-117.3400208,248.742
1281,7065,-2431079.838,-4702065.6,3546753.106,34.00182133,-117.34004,248.655
1282,7066,-2431083.78,-4702071.145,3546743.039,34.00171217,-117.3400503,248.609
1283,7067,-2431086.99,-4702076.49,3546733.658,34.00161067,-117.3400545,248.522
1284,7068,-2431089.886,-4702081.563,3546724.974,34.00151633,-117.3400572,248.504
1285,7069,-2431093.162,-4702085.942,3546716.909,34.00142883,-117.340067,248.467
1286,7070,-2431097.813,-4702088.658,3546710.051,34.00135467,-117.3400982,248.403
1287,7071,-2431104.367,-4702089.192,3546704.765,34.00129767,-117.3401585,248.335
1288,7072,-2431112.228,-4702087.3,3546701.782,34.00126567,-117.3402435,248.267
1289,7073,-2431120.912,-4702083.391,3546700.81,34.00125583,-117.3403465,248.152
1290,7074,-2431130.544,-4702078.465,3546700.479,34.001253,-117.3404635,248.006
1291,7075,-2431141.13,-4702073.002,3546700.146,34.0012505,-117.3405925,247.827
1292,7076,-2431152.681,-4702067.159,3546699.614,34.001246,-117.3407325,247.625
1293,7077,-2431165.205,-4702061.004,3546698.842,34.00123883,-117.3408837,247.429
1294,7078,-2431178.586,-4702054.391,3546698.052,34.0012315,-117.3410452,247.212
1295,7079,-2431192.594,-4702047.31,3546697.457,34.00122633,-117.341215,246.998
1296,7080,-2431207.102,-4702039.722,3546697.091,34.001224,-117.3413922,246.73
1297,7081,-2431221.93,-4702031.844,3546696.894,34.0012235,-117.341574,246.465
1298,7082,-2431236.909,-4702023.935,3546696.735,34.001223,-117.3417573,246.255
1299,7083,-2431252.013,-4702015.98,3546696.544,34.00122217,-117.341942,246.041
1300,7084,-2431267.212,-4702007.892,3546696.393,34.00122217,-117.3421283,245.788
1301,7085,-2431282.507,-4701999.738,3546696.249,34.00122217,-117.342316,245.527
1302,7086,-2431297.93,-4701991.536,3546696.068,34.00122183,-117.342505,245.258
1303,7087,-2431313.442,-4701983.331,3546695.873,34.00122117,-117.342695,245.013
1304,7088,-2431329.109,-4701975.045,3546695.7,34.00122067,-117.3428868,244.781
1305,7089,-2431345.009,-4701966.725,3546695.666,34.00122083,-117.343081,244.689
1306,7090,-2431361.22,-4701958.389,3546695.799,34.00122167,-117.3432783,244.799
1307,7091,-2431377.782,-4701950.08,3546696.064,34.0012225,-117.343479,245.134
1308,7092,-2431394.468,-4701941.864,3546696.349,34.00122283,-117.3436802,245.597
1309,7093,-2431411.191,-4701933.872,3546696.638,34.001222,-117.3438807,246.242
1310,7094,-2431427.88,-4701926.032,3546697.099,34.00122183,-117.3440802,247.082
1311,7095,-2431444.517,-4701918.271,3546697.725,34.00122283,-117.3442787,248.052
1312,7096,-2431461.023,-4701910.566,3546698.451,34.0012245,-117.3444757,249.069
1313,7097,-2431477.403,-4701902.959,3546699.254,34.00122667,-117.344671,250.154
1314,7098,-2431493.412,-4701895.343,3546700.105,34.00123,-117.3448628,251.118
1315,7099,-2431509.069,-4701887.712,3546700.757,34.00123283,-117.3450513,251.825
1316,7100,-2431524.513,-4701879.99,3546701.351,34.00123617,-117.3452382,252.353
1317,7101,-2431539.757,-4701872.107,3546701.801,34.0012395,-117.3454238,252.605
1318,7102,-2431554.602,-4701864.152,3546702.226,34.00124383,-117.3456062,252.638
1319,7103,-2431569.069,-4701856.2,3546702.533,34.00124833,-117.3457848,252.463
1320,7104,-2431583.493,-4701848.135,3546702.718,34.00125233,-117.3459637,252.121
1321,7105,-2431597.988,-4701839.825,3546702.748,34.00125617,-117.3461443,251.538
1322,7106,-2431612.652,-4701831.261,3546702.606,34.0012595,-117.3463278,250.737
1323,7107,-2431627.355,-4701822.551,3546702.359,34.00126267,-117.3465125,249.784
1324,7108,-2431642.087,-4701813.725,3546702.099,34.00126617,-117.346698,248.75
1325,7109,-2431656.91,-4701804.806,3546701.816,34.00126967,-117.3468848,247.669
1326,7110,-2431671.798,-4701795.892,3546701.532,34.001273,-117.3470723,246.616
1327,7111,-2431686.459,-4701787.213,3546701.187,34.00127533,-117.3472565,245.616
1328,7112,-2431700.477,-4701779.177,3546700.528,34.00127383,-117.3474312,244.668
1329,7113,-2431713.498,-4701772.075,3546699.471,34.00126767,-117.3475917,243.806
1330,7114,-2431725.4,-4701765.672,3546698.394,34.00126067,-117.347738,243.022
1331,7115,-2431736.361,-4701759.54,3546697.646,34.00125717,-117.3478738,242.263
1332,7116,-2431746.178,-4701753.889,3546697.179,34.00125617,-117.3479963,241.579
1333,7117,-2431754.801,-4701748.859,3546696.843,34.00125633,-117.3481042,240.971
1334,7118,-2431762.214,-4701744.581,3546696.543,34.001256,-117.3481968,240.476
1335,7119,-2431768.005,-4701741.276,3546696.272,34.00125533,-117.3482688,240.097
1336,7120,-2431771.806,-4701739.114,3546696.052,34.00125467,-117.3483162,239.829
1337,7121,-2431773.411,-4701738.196,3546695.953,34.00125433,-117.3483362,239.709
